id,title,title_url,articles_with_corrections,total_articles,percentage_with_corrections
1271,The Collie Miner (WA : 1900 - 1916),http://nla.gov.au/nla.news-title1271,1206,40915,2.947574239276549
1156,Nambucca News (NSW : 1909 - 1911),http://nla.gov.au/nla.news-title1156,315,10638,2.961082910321489
1107,Bruce Rock Post and Corrigin Guardian (WA : 1917 - 1924),http://nla.gov.au/nla.news-title1107,305,10249,2.975900087813445
1533,The Kendenup Index (WA : 1921 - 1923),http://nla.gov.au/nla.news-title1533,22,739,2.9769959404600814
980,The Southern Cross Times (WA : 1900 - 1920),http://nla.gov.au/nla.news-title980,1483,49785,2.9788088781761575
814,"Great Southern Leader (Pingelly, WA : 1907 - 1934)",http://nla.gov.au/nla.news-title814,2031,67899,2.991207528829585
1549,"The Sunday Press (Perth, WA : 1902 - 1903)",http://nla.gov.au/nla.news-title1549,132,4404,2.997275204359673
1431,York Gazette and Quairading and Dangin Herald (WA : 1930 - 1931),http://nla.gov.au/nla.news-title1431,68,2268,2.9982363315696645
1409,"Democrat (Perth, WA : 1904 - 1905)",http://nla.gov.au/nla.news-title1409,57,1901,2.998421883219358
1374,"Papuan Times (Port Moresby, Papua New Guinea : 1911 - 1916)",http://nla.gov.au/nla.news-title1374,262,8730,3.0011454753722795
1208,"The Border Star (Coolangatta, Qld. : 1929 - 1942)",http://nla.gov.au/nla.news-title1208,1466,48750,3.0071794871794872
1229,"Smith's Weekly (Sydney, NSW : 1919 - 1950)",http://nla.gov.au/nla.news-title1229,7522,249651,3.013006156594606
1277,The Menzies Miner (WA : 1896 - 1901),http://nla.gov.au/nla.news-title1277,1283,42521,3.0173326121210695
1726,"Now (Potts Point, NSW : 1968 - 1975)",http://nla.gov.au/nla.news-title1726,58,1917,3.025560772039645
970,The Millicent Times (SA : 1891 - 1905),http://nla.gov.au/nla.news-title970,799,26295,3.0386004943905682
1413,"Farmers Observer (Narembeen, WA : 1933 - 1935)",http://nla.gov.au/nla.news-title1413,343,11253,3.048076068603928
499,"Referee (Sydney, NSW : 1886 - 1939)",http://nla.gov.au/nla.news-title499,17520,574431,3.049974670587068
1300,"The Railway and Tramway Co-operator (Sydney, NSW : 1909 - 1910)",http://nla.gov.au/nla.news-title1300,82,2678,3.061986557132188
1180,"The Sun (Sydney, NSW : 1910 - 1954)",http://nla.gov.au/nla.news-title1180,99945,3261665,3.064232531544472
746,"The Australian Worker (Sydney, NSW : 1913 - 1950)",http://nla.gov.au/nla.news-title746,6876,223745,3.0731412992469105
742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",http://nla.gov.au/nla.news-title742,56074,1822622,3.076556740783333
1850,The Braidwood and Araluen Express (NSW : 1899 - 1907),http://nla.gov.au/nla.news-title1850,14,454,3.0837004405286343
960,"The Snowy River Mail and Tambo and Croajingolong Gazette (Orbost, Vic. : 1890 - 1911)",http://nla.gov.au/nla.news-title960,1130,36609,3.086672676117894
768,The Romsey Examiner (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title768,283,9157,3.0905318335699468
726,"Riverina Times, Hay Standard and Journal of Water Conservation (Hay, NSW : 1900 - 1902)",http://nla.gov.au/nla.news-title726,246,7955,3.092394720301697
1285,"Daily News (Sydney, NSW : 1938 - 1940)",http://nla.gov.au/nla.news-title1285,2839,91686,3.096437842200554
1526,"The Express (Perth, WA : 1905 - 1907)",http://nla.gov.au/nla.news-title1526,91,2937,3.0983997276132107
437,"The Newsletter: an Australian Paper for Australian People (Sydney, NSW : 1900 - 1919)",http://nla.gov.au/nla.news-title437,2211,71350,3.0988086895585143
668,Huon and Derwent Times (Tas. : 1933 - 1942),http://nla.gov.au/nla.news-title668,1163,37472,3.10365072587532
1129,"W.A. Sportsman (Perth, WA : 1914 - 1918)",http://nla.gov.au/nla.news-title1129,358,11526,3.106021169529759
1166,Australian Christian Commonwealth (SA : 1901 - 1940),http://nla.gov.au/nla.news-title1166,3492,112094,3.115242564276411
1058,"The Daily Mail (Brisbane, Qld. : 1903; 1916 - 1926)",http://nla.gov.au/nla.news-title1058,22226,712601,3.1189964650624966
1700,"Port Lincoln, Tumby and West Coast Recorder (SA : 1904 - 1909)",http://nla.gov.au/nla.news-title1700,362,11597,3.121496938863499
1780,Inverell Business Guide (NSW : 1938),http://nla.gov.au/nla.news-title1780,1,32,3.125
1304,Port Adelaide District Pictorial (SA : 1952 - 1954),http://nla.gov.au/nla.news-title1304,130,4157,3.1272552321385616
332,Melton Express (Vic. : 1915 - 1943),http://nla.gov.au/nla.news-title332,1995,63597,3.1369404217180055
446,The Byron Bay Record (NSW : 1902 - 1924),http://nla.gov.au/nla.news-title446,980,31222,3.1388123758887962
1071,The Bundaberg Mail (Qld. : 1917 - 1925),http://nla.gov.au/nla.news-title1071,6671,212072,3.1456297861103772
1574,"Progress (North Fitzroy, Vic. : 1889 - 1890)",http://nla.gov.au/nla.news-title1574,8,254,3.149606299212598
1117,The Geraldton Express (WA : 1906 - 1928),http://nla.gov.au/nla.news-title1117,6598,208900,3.1584490186692196
202,The Sunbury News (Vic. : 1900 - 1927,http://nla.gov.au/nla.news-title202,1409,44532,3.1640168867331355
545,Cobram Courier (Vic. : 1888 - 1954),http://nla.gov.au/nla.news-title545,5406,170308,3.174249007680203
644,The Gloucester Advocate (NSW : 1905 - 1954),http://nla.gov.au/nla.news-title644,6398,201166,3.180457930266546
305,Ouyen Mail (Vic. : 1915 - 1941),http://nla.gov.au/nla.news-title305,2817,88466,3.1842741844324376
1839,Woodend Star and Macedon Advocate (Vic. : 1942 - 1955),http://nla.gov.au/nla.news-title1839,425,13346,3.1844747489884613
1768,The Tarrangower Times and Maldon District Advertiser (Vic. : 1858 - 1862),http://nla.gov.au/nla.news-title1768,287,9004,3.187472234562417
506,The Sydney Stock and Station Journal (NSW : 1896 - 1924),http://nla.gov.au/nla.news-title506,10628,333199,3.189685443233623
1730,"The Bungendore Mirror and Lake George Advertiser (Queanbeyan, NSW : 1887 - 1888) ",http://nla.gov.au/nla.news-title1730,69,2157,3.1988873435326846
1318,Auburn News and Granville Electorate Gazetteer (NSW : 1903 - 1905),http://nla.gov.au/nla.news-title1318,113,3526,3.2047646057855927
735,"Great Southern Herald (Katanning, WA : 1901 - 1954)",http://nla.gov.au/nla.news-title735,6778,210732,3.2164075698043013
458,"Watchman (Sydney, NSW : 1902 - 1926)",http://nla.gov.au/nla.news-title458,2530,78135,3.237985537851155
1501,"Nota (Hawks Nest and Tea Gardens, NSW : 1970 - 1999)",http://nla.gov.au/nla.news-title1501,1345,41515,3.239792845959292
834,Darling Downs Gazette (Qld. : 1881 - 1922),http://nla.gov.au/nla.news-title834,27833,858035,3.243807070807135
1077,"The Coastal News and North Western Advertiser (Ulverstone, Tas. : 1890 - 1893)",http://nla.gov.au/nla.news-title1077,229,7051,3.247766274287335
1061,"The Evening Advocate (Innisfail, Qld. : 1941 - 1954)",http://nla.gov.au/nla.news-title1061,5552,170751,3.2515182927186372
841,"Quiz (Adelaide, SA : 1900 - 1909)",http://nla.gov.au/nla.news-title841,1005,30842,3.2585435445172166
1753,"Sports News (Perth, WA : 1953) ",http://nla.gov.au/nla.news-title1753,26,796,3.2663316582914574
1163,Port Adelaide News (SA : 1904),http://nla.gov.au/nla.news-title1163,38,1161,3.273040482342808
358,"Globe (Sydney, NSW : 1911 - 1914)",http://nla.gov.au/nla.news-title358,1283,39199,3.273042679660195
777,The Mildura Telegraph and Darling and Lower Murray Advocate (Vic. : 1913 - 1920),http://nla.gov.au/nla.news-title777,1243,37941,3.2761392688648168
897,"Pinnaroo Country News (Lameroo, SA : 1908 - 1922)",http://nla.gov.au/nla.news-title897,775,23573,3.2876596105714166
722,"The Broadcaster (Fairfield, NSW : 1935 - 1978)",http://nla.gov.au/nla.news-title722,2854,86736,3.290444567422985
676,"Country Life Stock and Station Journal (Sydney, NSW : 1924 - 1925)",http://nla.gov.au/nla.news-title676,546,16576,3.2939189189189184
957,"Church of England Messenger (Melbourne, Vic. : 1905)",http://nla.gov.au/nla.news-title957,14,425,3.294117647058824
1070,The Bundaberg Mail and Burnett Advertiser (Qld. : 1892 - 1917),http://nla.gov.au/nla.news-title1070,12108,367230,3.2971162486724945
495,Mullumbimby Star (NSW : 1906 - 1936),http://nla.gov.au/nla.news-title495,2533,76720,3.301616266944734
1582,The Mildura Irrigationist and Murray River Cultural Advocate (Vic. : 1891 - 1892),http://nla.gov.au/nla.news-title1582,34,1027,3.3106134371957157
1253,"The Midland News (Oatlands, Tas. : 1902 - 1904)",http://nla.gov.au/nla.news-title1253,104,3141,3.3110474371219354
342,Kalgoorlie Miner (WA : 1895 - 1954),http://nla.gov.au/nla.news-title342,77518,2340831,3.311559014725967
1388,"La Rondine (Perth, WA : 1970 - 1974; 1983 - 1984)",http://nla.gov.au/nla.news-title1388,46,1383,3.3261026753434564
1190,"The Herald (Melbourne, Vic. : 1861 - 1954)",http://nla.gov.au/nla.news-title1190,141044,4234162,3.3310959760160332
1006,Manilla Express (NSW : 1899 - 1954),http://nla.gov.au/nla.news-title1006,7623,228136,3.341427920187958
1521,"The Advertiser (Fremantle, WA : 1921 - 1932)",http://nla.gov.au/nla.news-title1521,1372,41039,3.3431613830746367
979,"The Southern Argus and Wagin-Arthur Express (Perth, WA : 1905 - 1924)",http://nla.gov.au/nla.news-title979,1255,37487,3.347827246778883
837,"Daily Mercury (Mackay, Qld. : 1906 - 1954)",http://nla.gov.au/nla.news-title837,62937,1878654,3.350111303092533
330,"Snowy River Mail (Orbost, Vic. : 1911 - 1918)",http://nla.gov.au/nla.news-title330,707,20886,3.3850426122761657
568,Heyfield Herald (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title568,198,5843,3.388670203662502
824,"Quiz and the Lantern (Adelaide, SA : 1890 - 1900)",http://nla.gov.au/nla.news-title824,922,27197,3.3900797882119353
1152,Millthorpe Post (NSW : 1900 - 1901),http://nla.gov.au/nla.news-title1152,30,884,3.3936651583710407
1287,The San Remo Times and Phillip Island and Bass Valley Advertiser (Vic. : 1896 - 1898),http://nla.gov.au/nla.news-title1287,195,5745,3.3942558746736298
439,"Arrow (Sydney, NSW : 1916 - 1933)",http://nla.gov.au/nla.news-title439,2989,88017,3.3959348762170944
1069,"The Daily Northern Argus (Rockhampton, Qld. : 1875 - 1896)",http://nla.gov.au/nla.news-title1069,4305,126701,3.3977632378592117
1422,Lake Grace Newdegate Cultivator and Dumbleyung and Kukerin Producer (WA : 1925 - 1930),http://nla.gov.au/nla.news-title1422,261,7680,3.3984374999999996
542,Clunes Guardian and Gazette (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title542,764,22412,3.4088880956630376
1127,Tambellup Times (WA : 1912 - 1924),http://nla.gov.au/nla.news-title1127,1749,51292,3.4098884816345625
840,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",http://nla.gov.au/nla.news-title840,237115,6946185,3.4136004151919366
916,"The Independent (Katoomba, NSW : 1930 - 1931)",http://nla.gov.au/nla.news-title916,40,1171,3.4158838599487615
817,Mount Magnet Miner and Lennonville Leader (WA : 1896 - 1926),http://nla.gov.au/nla.news-title817,2296,67120,3.420738974970203
866,"Tasmanian News (Hobart, Tas. : 1883 - 1911)",http://nla.gov.au/nla.news-title866,19219,561194,3.4246624162054475
1164,Port Adelaide News (SA :1913 - 1933),http://nla.gov.au/nla.news-title1164,2554,74355,3.4348732432250686
972,Whyalla News (SA : 1940 - 1954),http://nla.gov.au/nla.news-title972,1999,57874,3.4540553616477174
968,"Saturday Journal (Adelaide, SA : 1923 - 1929)",http://nla.gov.au/nla.news-title968,2028,58574,3.462287021545395
1464,Sydney Punch (NSW : 1864 - 1888),http://nla.gov.au/nla.news-title1464,960,27721,3.463078532520472
1005,"Daily Examiner (Grafton, NSW : 1915 - 1954)",http://nla.gov.au/nla.news-title1005,52181,1505279,3.466533446623516
1412,Esperance Times (WA : 1896 - 1898),http://nla.gov.au/nla.news-title1412,350,10095,3.467062902426944
1115,"The Daily Telegraph (Meekatharra, WA : 1918 - 1947)",http://nla.gov.au/nla.news-title1115,222,6397,3.4703767390964515
967,"The Journal (Adelaide, SA : 1912 - 1923)",http://nla.gov.au/nla.news-title967,12275,352996,3.477376514181464
740,Toodyay Herald (WA : 1912 - 1954),http://nla.gov.au/nla.news-title740,4028,115818,3.477870451915937
976,"Laverton and Beria Mercury (Laverton, WA : 1899 - 1921)",http://nla.gov.au/nla.news-title976,1329,38186,3.4803331063740637
852,Dayboro Times and Moreton Mail (Qld. : 1937 - 1940; 1945 - 1954),http://nla.gov.au/nla.news-title852,264,7579,3.483309143686502
1066,"Balonne Beacon (St. George, Qld. : 1909 - 1954)",http://nla.gov.au/nla.news-title1066,4554,130692,3.484528509778716
1787,"The Daily Guardian (Perth, WA : 1937)",http://nla.gov.au/nla.news-title1787,122,3496,3.4897025171624714
1367,Yass Evening Tribune (NSW : 1899 - 1928),http://nla.gov.au/nla.news-title1367,1189,34052,3.4917185481029014
243,"The Lilydale Express and Yarra Glen, Wandin Yallock, Upper Yarra, Healesville and Ringwood Chronicle (Vic. : 1898 - 1914)",http://nla.gov.au/nla.news-title243,977,27942,3.4965285233698373
1511,The Skipton Standard and Streatham Gazette (Vic. : 1914 - 1928),http://nla.gov.au/nla.news-title1511,903,25809,3.4987794955248166
594,Pitfield Banner and Hollybush Times (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title594,409,11688,3.499315537303217
845,The Norseman Pioneer (WA : 1896 - 1897),http://nla.gov.au/nla.news-title845,136,3881,3.504251481576913
1095,"The Pennant (Penola, SA : 1946 - 1955)",http://nla.gov.au/nla.news-title1095,910,25699,3.5409938129888325
1401,"Central Districts Advertiser and Agriculture and Mining Journal (Northam, WA : 1893 - 1895)",http://nla.gov.au/nla.news-title1401,102,2875,3.5478260869565217
891,"The Week (Brisbane, Qld. : 1876 - 1934)",http://nla.gov.au/nla.news-title891,27256,766142,3.5575650466884725
1695,"The Australian Jewish News (Sydney, NSW : 1990 - 2008)",http://nla.gov.au/nla.news-title1695,6877,192991,3.563378603147297
1213,The Proserpine Guardian (Qld. : 1935 - 1954),http://nla.gov.au/nla.news-title1213,1971,55297,3.564388664846194
899,Bowen Independent (Qld. : 1911 - 1954),http://nla.gov.au/nla.news-title899,6603,184720,3.5745993936769165
645,Jerilderie Herald and Urana Advertiser (NSW : 1898 - 1958),http://nla.gov.au/nla.news-title645,4516,126184,3.5789006530146454
872,"Woman Voter (Melbourne, Vic. : 1911 - 1919)",http://nla.gov.au/nla.news-title872,250,6972,3.585771658060815
1297,"The Daily Telegraph (Sydney, NSW : 1883 - 1930)",http://nla.gov.au/nla.news-title1297,113474,3154966,3.596679013339605
561,Gippslander and Mirboo Times (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title561,360,9991,3.603242918626764
741,"Westralian Worker (Perth, WA : 1900 - 1951)",http://nla.gov.au/nla.news-title741,6721,186419,3.6053192002961074
701,Wagga Wagga Express (NSW : 1875 - 1876; 1879; 1890; 1892 - 1917),http://nla.gov.au/nla.news-title701,9470,262559,3.6068083744986845
454,Tocumwal Guardian and Riverina Echo (NSW : 1913 - 1918),http://nla.gov.au/nla.news-title454,462,12741,3.6260890040028255
1737,The Hobart Town Advertiser (Tas. : 1839 - 1861),http://nla.gov.au/nla.news-title1737,3510,96605,3.6333523109569903
535,Berringa Herald (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title535,414,11376,3.6392405063291138
445,"The Border Morning Mail and Riverina Times (Albury, NSW : 1903 - 1920)",http://nla.gov.au/nla.news-title445,13164,361080,3.645729478231971
651,The Newcastle Sun (NSW : 1918 - 1954),http://nla.gov.au/nla.news-title651,58851,1613894,3.6465220144569592
827,"Transcontinental (Port Augusta, SA : 1914 - 1954)",http://nla.gov.au/nla.news-title827,3649,99907,3.652396728957931
250,The Lilydale Express (Vic. : 1886 - 1897; 1914 - 1956),http://nla.gov.au/nla.news-title250,4349,118958,3.655912170682089
1375,"Papuan Courier (Port Moresby, Papua New Guinea : 1917 - 1942)",http://nla.gov.au/nla.news-title1375,1684,45962,3.6638962621295854
296,"The Gippsland Farmers' Journal (Traralgon, Vic. : 1893 - 1905; 1914 - 1922)",http://nla.gov.au/nla.news-title296,3433,93623,3.666834004464715
1155,Nambucca and Bellinger News (NSW : 1911 - 1945),http://nla.gov.au/nla.news-title1155,3280,89349,3.6709979966199957
886,The Gwydir Examiner and Moree General Advertiser (NSW : 1898 - 1899),http://nla.gov.au/nla.news-title886,263,7120,3.693820224719101
1633,The Lake Grace and Districts Leader (WA : 1933 - 1934),http://nla.gov.au/nla.news-title1633,62,1678,3.6948748510131106
1259,"Hobart Town Punch (Hobart Town, Tas. : 1867 - 1868)",http://nla.gov.au/nla.news-title1259,21,568,3.697183098591549
1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",http://nla.gov.au/nla.news-title1178,37630,1016525,3.7018273038046288
888,Guyra Argus (NSW : 1902 - 1954),http://nla.gov.au/nla.news-title888,5467,147551,3.7051595719446153
1009,"Yilgarn Merredin Times (Southern Cross, WA : 1921 - 1923)",http://nla.gov.au/nla.news-title1009,130,3508,3.7058152793614596
502,The Scrutineer and Berrima District Press (NSW : 1892 - 1948),http://nla.gov.au/nla.news-title502,9168,247376,3.7060992173856797
581,Mortlake Dispatch (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title581,729,19644,3.711056811240073
1316,"The Weekly Advance (Granville, NSW : 1892 - 1893)",http://nla.gov.au/nla.news-title1316,110,2954,3.7237643872714963
1264,"Cornwall Advertiser (Launceston, Tas. : 1870 - 1877)",http://nla.gov.au/nla.news-title1264,612,16388,3.7344398340248963
1379,"Sunday Times Edizione Italiana (Perth, WA : 1958 - 1959)",http://nla.gov.au/nla.news-title1379,17,455,3.7362637362637363
505,"Sunday Times (Sydney, NSW : 1895 - 1930)",http://nla.gov.au/nla.news-title505,24482,655165,3.736768600276266
1678,"The News, Shoalhaven, Broughton Creek and Ulladulla Advertiser (NSW : 1875 - 1877)",http://nla.gov.au/nla.news-title1678,101,2699,3.742126713597629
1083,The Northam Advertiser (WA : 1895 - 1955),http://nla.gov.au/nla.news-title1083,11201,299212,3.743499592262342
751,Echuca and Moama Advertiser and Farmers' Gazette (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title751,2062,55039,3.7464343465542616
1744,The Hobart Town Herald (Tas. : 1880),http://nla.gov.au/nla.news-title1744,21,560,3.75
1489,"Torres News (Thursday Island, Qld. : 1957-2015)",http://nla.gov.au/nla.news-title1489,6437,171389,3.7557836267205014
320,"Berwick Shire News and Pakenham and Cranbourne Gazette (Berwick, Vic. : 1914 - 1917)",http://nla.gov.au/nla.news-title320,369,9757,3.7819001742338836
826,"Southern Cross (Adelaide, SA : 1889 - 1954)",http://nla.gov.au/nla.news-title826,10906,287236,3.7968778286844267
974,The Black Range Courier and Sandstone Observer (WA : 1907 - 1915),http://nla.gov.au/nla.news-title974,793,20861,3.8013518048032213
1528,Fremantle Courier (WA : 1902),http://nla.gov.au/nla.news-title1528,157,4128,3.8032945736434107
667,"Huon Times (Franklin, Tas. : 1910 - 1933)",http://nla.gov.au/nla.news-title667,5092,133740,3.8073874682219233
903,Glen Innes Examiner (NSW : 1908 - 1954),http://nla.gov.au/nla.news-title903,23295,611148,3.8116790041037527
759,Willaura Farmer (Vic. : 1914 - 1916),http://nla.gov.au/nla.news-title759,164,4291,3.821952924726171
621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",http://nla.gov.au/nla.news-title621,52136,1363731,3.8230413475971434
1802,Army (National : 1980 - 2021),http://nla.gov.au/nla.news-title1802,2934,76489,3.8358456771561924
1555,"The Wagin Argus and Arthur, Dumbleyung, Lake Grace Express (WA : 1924 - 1954)",http://nla.gov.au/nla.news-title1555,4007,104403,3.8380123176537073
583,"Murchison Advertiser and Murchison, Toolamba, Mooroopna and Dargalong Express (Vic. : 1914 - 1918)",http://nla.gov.au/nla.news-title583,654,17014,3.843893264370518
1766,Nagambie Herald and Goulburn Valley Advertiser (Vic. : 1873),http://nla.gov.au/nla.news-title1766,2,52,3.8461538461538463
599,Richmond Australian (Vic. : 1912 - 1916),http://nla.gov.au/nla.news-title599,558,14489,3.8511974601421772
1810,"The Trader (West Leederville, WA : 1953)",http://nla.gov.au/nla.news-title1810,24,621,3.864734299516908
1224,The Corowa Free Press (NSW : 1875 - 1954),http://nla.gov.au/nla.news-title1224,15847,407233,3.8913840479528923
482,The Bathurst Times (NSW : 1909 - 1925),http://nla.gov.au/nla.news-title482,12821,328988,3.897102629883157
1198,"The Messenger (Fremantle, WA : 1895)",http://nla.gov.au/nla.news-title1198,70,1796,3.8975501113585747
1667,"The Weekly News (Broome, WA : 1931 - 1934)",http://nla.gov.au/nla.news-title1667,138,3537,3.9016115351993217
1210,"The South Coast Express (Surfers Paradise, Qld. : 1949 - 1951)",http://nla.gov.au/nla.news-title1210,213,5449,3.9089741236924205
1804,Royal Australian Navy News (National : 1958 - 2021),http://nla.gov.au/nla.news-title1804,3753,95727,3.920523990096838
902,Glen Innes Examiner and General Advertiser (NSW : 1874 - 1908),http://nla.gov.au/nla.news-title902,5489,139917,3.9230400880522023
892,Warwick Daily News (Qld. : 1919 -1954),http://nla.gov.au/nla.news-title892,42780,1090476,3.9230574538091623
965,Port Adelaide News and Lefevre's Peninsula Advertiser (SA : 1883 - 1897),http://nla.gov.au/nla.news-title965,1034,26315,3.929317879536386
500,The Richmond River Express and Casino Kyogle Advertiser (NSW : 1904 - 1929),http://nla.gov.au/nla.news-title500,11979,304418,3.935049832795695
1865,The Araluen Star and Miners' Right (NSW : 1863 - 1864),http://nla.gov.au/nla.news-title1865,20,508,3.937007874015748
1223,Quirindi Herald and District News (NSW : 1906 - 1907; 1913 - 1923),http://nla.gov.au/nla.news-title1223,697,17619,3.955956637720642
1520,"The Argonaut (Perth, WA : 1899 - 1900)",http://nla.gov.au/nla.news-title1520,93,2335,3.9828693790149896
1002,"Tribune (Sydney, NSW : 1939 - 1991)",http://nla.gov.au/nla.news-title1002,6915,172811,4.001481387180214
876,Bundarra and Tingha Advocate (NSW : 1900 - 1907; 1910 - 1911; 1915 - 1916; 1918 - 1924; 1926 - 1929),http://nla.gov.au/nla.news-title876,723,18047,4.0062060176206575
1545,"The People (Perth, WA : 1891 - 1892)",http://nla.gov.au/nla.news-title1545,68,1696,4.009433962264151
767,Casterton Free Press and Glenelg Shire Advertiser (Vic. : 1915 - 1918),http://nla.gov.au/nla.news-title767,540,13452,4.014272970561998
557,Foster Mirror and South Gippsland Shire Advocate (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title557,506,12593,4.018105296593346
909,The Katoomba Daily (NSW : 1920 - 1939),http://nla.gov.au/nla.news-title909,3035,75390,4.025732855816421
1458,Kanowna Democrat and North East Coolgardie Advertiser (WA : 1896 - 1897),http://nla.gov.au/nla.news-title1458,29,720,4.027777777777778
1055,Brisbane Telegraph (Qld. : 1948 - 1954),http://nla.gov.au/nla.news-title1055,18414,456544,4.033346183500385
781,Malvern News (Vic. : 1914 - 1916),http://nla.gov.au/nla.news-title781,247,6116,4.038587311968607
663,"Western Grazier (Wilcannia, NSW : 1896 - 1951)",http://nla.gov.au/nla.news-title663,5172,127945,4.042361952401422
889,The Henty Observer and Culcairn Shire Register (NSW : 1914 - 1950),http://nla.gov.au/nla.news-title889,2203,54172,4.066676511851141
556,Foster and Toora Mirror and South Gippsland Shire Advocate (Vic. : 1914),http://nla.gov.au/nla.news-title556,65,1590,4.088050314465408
1503,"The Arena (Melbourne, Vic. : 1900 - 1903)",http://nla.gov.au/nla.news-title1503,330,8035,4.107031736154325
379,Queensland Country Life (Qld. : 1900 - 1954),http://nla.gov.au/nla.news-title379,7652,185996,4.114066969182133
528,"The Arrow (Sydney, NSW : 1896 - 1912)",http://nla.gov.au/nla.news-title528,2223,53928,4.122162883845127
492,The Maitland Daily Mercury (NSW : 1894 - 1939),http://nla.gov.au/nla.news-title492,77379,1875917,4.124862667164912
1272,Coolgardie Mining Review (WA : 1895 - 1897),http://nla.gov.au/nla.news-title1272,134,3241,4.134526380746683
952,"The Colonist (Launceston, Tas. : 1888 - 1891)",http://nla.gov.au/nla.news-title952,1312,31701,4.138670704394183
633,Tocumwal Guardian and Finley Free Press (NSW : 1908 - 1913),http://nla.gov.au/nla.news-title633,313,7559,4.140759359703664
687,"Daily Advertiser (Wagga Wagga, NSW : 1911 - 1954)",http://nla.gov.au/nla.news-title687,66685,1610399,4.1408992429826394
1743,The Hobart Town Herald and Total Abstinence advocate (Tas. : 1846 - 1847),http://nla.gov.au/nla.news-title1743,18,434,4.147465437788019
465,The Wollondilly Press (NSW : 1906 - 1914),http://nla.gov.au/nla.news-title465,1310,31537,4.153851032121001
748,"The People and the Collectivist (Sydney, NSW : 1900)",http://nla.gov.au/nla.news-title748,105,2523,4.161712247324614
1641,The Mount Margaret Mercury (WA : 1897),http://nla.gov.au/nla.news-title1641,1,24,4.166666666666666
136,"West Gippsland Gazette (Warragul, Vic. : 1898 - 1930)",http://nla.gov.au/nla.news-title136,5453,130445,4.180305876039711
794,"Spectator and Methodist Chronicle (Melbourne, Vic. : 1914 - 1929)",http://nla.gov.au/nla.news-title794,1145,27361,4.184788567669311
327,"Pakenham Gazette and Berwick Shire News (Pakenham East, Vic. : 1917 - 1918)",http://nla.gov.au/nla.news-title327,191,4559,4.189515244571178
878,"North West Champion (Moree, NSW : 1915 - 1954)",http://nla.gov.au/nla.news-title878,4685,111814,4.189994097340226
1051,"The Australian Workman (Sydney, NSW : 1890 - 1897)",http://nla.gov.au/nla.news-title1051,323,7690,4.200260078023407
1366,Yass Tribune-Courier (NSW : 1929 - 1954),http://nla.gov.au/nla.news-title1366,8030,190880,4.206831517183571
900,Pittsworth Sentinel (Qld. : 1919 - 1954),http://nla.gov.au/nla.news-title900,4369,103839,4.207475033465268
349,Port Pirie Recorder (SA : 1918 - 1919),http://nla.gov.au/nla.news-title349,673,15978,4.212041557141069
854,"The St George Call (Kogarah, NSW : 1904 - 1957)",http://nla.gov.au/nla.news-title854,7201,170939,4.212613856404916
1204,The Malcolm Chronicle and Leonora Advertiser (WA : 1897 - 1905),http://nla.gov.au/nla.news-title1204,439,10408,4.2179093005380475
1103,Geraldton Advocate and Johnstone River Guardian (Qld. : 1895 - 1896),http://nla.gov.au/nla.news-title1103,70,1653,4.2347247428917125
1311,"The Workers Star (Perth, WA : 1936 - 1951)",http://nla.gov.au/nla.news-title1311,1257,29652,4.2391744233104
657,The Scone Advocate (NSW : 1887 - 1954),http://nla.gov.au/nla.news-title657,14466,340804,4.2446684898064575
670,"Illawarra Daily Mercury (Wollongong, NSW : 1950 - 1954)",http://nla.gov.au/nla.news-title670,5696,134172,4.245297081358257
1797,"The Manning River News and Advocate for the Northern Coast Districts of New South Wales (Tinonee, NSW : 1865 - 1873)",http://nla.gov.au/nla.news-title1797,633,14909,4.245757596082903
418,"Southern Morning Herald (Goulburn, NSW : 1920 - 1923)",http://nla.gov.au/nla.news-title418,628,14765,4.25330172705723
240,Bairnsdale Advertiser and Tambo and Omeo Chronicle (Vic. : 1882 - 1946),http://nla.gov.au/nla.news-title240,15955,375034,4.254280945194303
493,The Maitland Weekly Mercury (NSW : 1894 - 1931),http://nla.gov.au/nla.news-title493,18907,443801,4.26024276646515
1429,The Albany Observer (WA : 1890 - 1891),http://nla.gov.au/nla.news-title1429,237,5557,4.26489112830664
981,"The Swan Express (Midland Junction, WA : 1900 - 1954)",http://nla.gov.au/nla.news-title981,6140,143767,4.270799279389568
1177,Crookwell Gazette (NSW : 1885 - 1954),http://nla.gov.au/nla.news-title1177,8514,199014,4.278090988573668
