id,title,title_url,articles_with_corrections,total_articles,percentage_with_corrections
374,Western Star and Roma Advertiser (Qld. : 1875 - 1948),http://nla.gov.au/nla.news-title374,18907,323019,5.853216064689693
481,The Tamworth Daily Observer (NSW : 1910 - 1916),http://nla.gov.au/nla.news-title481,15631,267030,5.853649402688837
628,"Daily Witness (Young, NSW : 1923 - 1924)",http://nla.gov.au/nla.news-title628,506,8627,5.865306595572041
610,The Independent (Benalla) (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title610,460,7842,5.865850548329508
961,"The Tocsin (Melbourne, Vic. : 1897 - 1906)",http://nla.gov.au/nla.news-title961,1190,20225,5.88380716934487
711,"Catholic Weekly (Sydney, NSW : 1942 - 1954)",http://nla.gov.au/nla.news-title711,5077,86091,5.897248260561499
755,Avoca Free Press and Farmers' and Miners' Journal (Vic. : 1900; 1914 - 1918),http://nla.gov.au/nla.news-title755,717,12138,5.907068709836876
639,Cootamundra Herald (NSW : 1877 - 1954),http://nla.gov.au/nla.news-title639,37730,635410,5.937898364835304
637,The Bombala Times (NSW : 1912 - 1938),http://nla.gov.au/nla.news-title637,3083,51790,5.9528866576559185
1080,"The Australian (Perth, WA : 1917 - 1923)",http://nla.gov.au/nla.news-title1080,1068,17905,5.964814297682212
562,Gisborne Gazette (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title562,614,10288,5.968118195956454
420,Cowra Free Press (NSW : 1911 - 1937),http://nla.gov.au/nla.news-title420,8911,149234,5.971159387270998
1324,The Kyneton Observer (Vic. : 1856 - 1900),http://nla.gov.au/nla.news-title1324,11099,185430,5.985547106724909
1368,"The Cumberland Mercury (Parramatta, NSW : 1875 - 1895)",http://nla.gov.au/nla.news-title1368,4154,69260,5.997689864279526
517,The Queanbeyan Leader (NSW : 1905 - 1916),http://nla.gov.au/nla.news-title517,905,15078,6.002122297386921
744,Canowindra Star and Woodstock Recorder (NSW : 1902 - 1903),http://nla.gov.au/nla.news-title744,259,4315,6.002317497103129
636,Bombala Times and Manaro and Coast Districts General Advertiser (NSW : 1899 - 1905),http://nla.gov.au/nla.news-title636,910,15119,6.0189165950128976
925,The Laura Standard (SA : 1889 - 1917),http://nla.gov.au/nla.news-title925,2576,42724,6.029397996442281
632,The West Wyalong Advocate (NSW : 1928 - 1954),http://nla.gov.au/nla.news-title632,13538,224436,6.0320091250957955
97,Townsville Daily Bulletin (Qld. : 1907 - 1954),http://nla.gov.au/nla.news-title97,106047,1757382,6.034373858387078
1516,"Coastal Districts Star (Perth, WA : 1952 - 1954)",http://nla.gov.au/nla.news-title1516,1060,17563,6.035415361840232
268,"The Northern Mining Register (Charters Towers, Qld. : 1891 - 1892)",http://nla.gov.au/nla.news-title268,626,10367,6.03839104851934
131,"The Broadford Courier (Broadford, Vic. : 1916 - 1920 ; 1951 - 1966)",http://nla.gov.au/nla.news-title131,325,5376,6.045386904761905
460,"The Australasian (Melbourne, Vic. : 1864 - 1946)",http://nla.gov.au/nla.news-title460,69094,1142743,6.046328877096601
1809,Bassendean Magnet (WA : 1923 - 1925),http://nla.gov.au/nla.news-title1809,96,1586,6.0529634300126105
523,Bowral and Robertson Free Press (NSW : 1901),http://nla.gov.au/nla.news-title523,172,2836,6.064880112834979
1125,"The Reformer (Perth, WA : 1906 - 1919)",http://nla.gov.au/nla.news-title1125,240,3953,6.071338224133569
708,The Gloucester Examiner and Lower Hunter Advertiser (NSW : 1912),http://nla.gov.au/nla.news-title708,34,560,6.071428571428571
698,The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912),http://nla.gov.au/nla.news-title698,29833,490505,6.0820990611716494
278,"Süd Australische Zeitung (Tanunda and Adelaide, SA : 1860 - 1874)",http://nla.gov.au/nla.news-title278,1278,20996,6.08687369022671
274,"The Charleville Times (Brisbane, Qld. : 1896 - 1954)",http://nla.gov.au/nla.news-title274,6578,108047,6.08809129360371
629,Maitland Mercury (NSW : 1939 - 1955),http://nla.gov.au/nla.news-title629,52,853,6.096131301289566
321,"Great Southern Star (Leongatha, Vic. : 1914 - 1918)",http://nla.gov.au/nla.news-title321,652,10689,6.099728693048929
819,"Southern Times (Bunbury, WA : 1888 - 1916)",http://nla.gov.au/nla.news-title819,8168,133798,6.104725033259092
1197,"The Golden Gate (Fremantle, WA : 1911 - 1912)",http://nla.gov.au/nla.news-title1197,204,3339,6.109613656783468
787,Dimboola Banner and Wimmera and Mallee Advertiser (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title787,709,11601,6.111542108438927
138,"Warragul Guardian and West Gippsland Advertiser (Warragul, Vic. : 1894)",http://nla.gov.au/nla.news-title138,235,3842,6.1166059344091614
615,Ultima and Chillingollah Star (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title615,579,9439,6.134124377582371
656,"The Riverine Grazier (Hay, NSW : 1873 - 1954)",http://nla.gov.au/nla.news-title656,21567,350985,6.14470703876234
760,Birregurra Times (Vic. : 1918),http://nla.gov.au/nla.news-title760,84,1367,6.144842721287491
488,"The Hebrew Standard of Australasia (Sydney, NSW : 1895 - 1953)",http://nla.gov.au/nla.news-title488,8759,142400,6.150983146067416
413,Wagga Wagga Advertiser (NSW : 1875 - 1910),http://nla.gov.au/nla.news-title413,17654,286609,6.159611177597354
1225,"The Propeller (Hurstville, NSW : 1911 - 1954)",http://nla.gov.au/nla.news-title1225,11394,184861,6.163549910473274
1183,Dubbo Dispatch and Wellington Independent (NSW : 1887 - 1932),http://nla.gov.au/nla.news-title1183,19493,315029,6.187684308428748
449,"Construction and Local Government Journal (Sydney, NSW : 1913 - 1930)",http://nla.gov.au/nla.news-title449,2078,33573,6.189497512882376
739,"The South-Western News (Busselton, WA : 1903 - 1954)",http://nla.gov.au/nla.news-title739,7198,116172,6.195985263230383
577,Lang Lang Guardian (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title577,352,5659,6.220180243859339
291,"Chronicle (Adelaide, SA : 1895 - 1954)",http://nla.gov.au/nla.news-title291,75609,1214105,6.227550335432273
281,Singleton Argus (NSW : 1880 - 1954),http://nla.gov.au/nla.news-title281,45303,726305,6.237462223170707
622,The West Wimmera Mail and Natimuk Advertiser (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title622,689,11037,6.24263839811543
491,"The International Socialist (Sydney, NSW : 1910 - 1920)",http://nla.gov.au/nla.news-title491,813,13009,6.249519563379199
785,Beulah Record and Mallee Advocate (Vic. : 1914),http://nla.gov.au/nla.news-title785,32,512,6.25
1349,The Yass Courier (NSW : 1857 - 1929),http://nla.gov.au/nla.news-title1349,12000,191998,6.2500651048448415
306,The Ouyen Mail and Central Mallee Advertiser (Vic. : 1911 - 1915),http://nla.gov.au/nla.news-title306,275,4397,6.254264271093928
559,"Gippsland Independent, Buln Buln, Warragul, Berwick, Poowong and Jeetho Shire Advocate (Vic. : 1914 - 1918)",http://nla.gov.au/nla.news-title559,1097,17476,6.27718013275349
682,The Tenterfield Courier and District Advocate (NSW : 1914),http://nla.gov.au/nla.news-title682,240,3823,6.27779230970442
1099,"The Producer (Balaklava, SA : 1940 - 1950)",http://nla.gov.au/nla.news-title1099,924,14701,6.285286715189444
1296,The Sydney Daily Telegraph (NSW : 1879 -1883),http://nla.gov.au/nla.news-title1296,4641,73615,6.30442165319568
836,Mackay Mercury (Qld. : 1887 - 1905),http://nla.gov.au/nla.news-title836,5090,80734,6.304654792280824
194,"The Caulfield and Elsternwick Leader (North Brighton, Vic. : 1888 - 1902)",http://nla.gov.au/nla.news-title194,1544,24474,6.308735801258479
242,"The Essendon Gazette and Keilor, Bulla and Broadmeadows Reporter (Moonee Ponds, Vic. : 1905 - 1918)",http://nla.gov.au/nla.news-title242,2754,43616,6.31419662509171
717,Benalla Standard (Vic. : 1901 - 1940),http://nla.gov.au/nla.news-title717,16849,266838,6.314318050652455
447,"The Catholic Press (Sydney, NSW : 1895 - 1942)",http://nla.gov.au/nla.news-title447,28232,445956,6.33066939339307
1154,Murrumburrah Signal and County of Harden Advocate (NSW : 1881 - 1947),http://nla.gov.au/nla.news-title1154,5219,82304,6.341125583203732
117,Wellington Times and Agricultural and Mining Gazette (Tas. : 1890 - 1897),http://nla.gov.au/nla.news-title117,2329,36707,6.344838859073201
1157,The Nowra Leader (NSW : 1909 - 1939),http://nla.gov.au/nla.news-title1157,4832,76063,6.352628741963898
1050,"The Protestant Standard (Sydney, NSW : 1869 - 1895)",http://nla.gov.au/nla.news-title1050,2722,42826,6.355951991780693
169,Malvern Standard (Vic. : 1906 - 1931),http://nla.gov.au/nla.news-title169,2424,38088,6.364209199747953
790,Woomelang Sun and Lascelles and Ouyen Advocate (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title790,521,8171,6.37620854240607
1491,Fremantle Advocate (WA : 1926 - 1942),http://nla.gov.au/nla.news-title1491,2702,42323,6.384235522056565
1529,The Fremantle Times (WA : 1919 - 1921; 1932),http://nla.gov.au/nla.news-title1529,647,10126,6.38949239581276
356,Newcastle Morning Herald and Miners' Advocate (NSW : 1876 - 1954),http://nla.gov.au/nla.news-title356,227710,3559146,6.397883087684518
102,The Longreach Leader (Qld. : 1923 - 1954),http://nla.gov.au/nla.news-title102,15473,241250,6.413678756476685
880,The Inverell Argus (NSW : 1885; 1894; 1899; 1902 - 1904; 1910; 1914; 1921-1922; 1924),http://nla.gov.au/nla.news-title880,885,13755,6.4340239912759
404,"The Times and Northern Advertiser, Peterborough, South Australia (SA : 1919 - 1950)",http://nla.gov.au/nla.news-title404,4589,71266,6.439255746078073
1182,"The Sun : Sunday Edition (Sydney, NSW : 1910)",http://nla.gov.au/nla.news-title1182,17,264,6.4393939393939394
1048,"The Dead Bird (Sydney, NSW : 1889 - 1891)",http://nla.gov.au/nla.news-title1048,155,2406,6.442227763923524
809,"The Age (Melbourne, Vic. : 1854 - 1954)",http://nla.gov.au/nla.news-title809,344180,5340734,6.444432544290729
508,"Evening News (Sydney, NSW : 1869 - 1931)",http://nla.gov.au/nla.news-title508,155927,2419247,6.445269953832742
430,Narromine News and Trangie Advocate (NSW : 1898 - 1955),http://nla.gov.au/nla.news-title430,7934,123067,6.44689478089171
1822,Orange Star (NSW : 1926 - 1927),http://nla.gov.au/nla.news-title1822,295,4565,6.4622124863088715
882,Tingha Advocate and North-Western Journal (NSW : 1916 - 1932),http://nla.gov.au/nla.news-title882,1441,22258,6.474076736454308
497,"People (Sydney, NSW : 1900 - 1919)",http://nla.gov.au/nla.news-title497,1149,17739,6.477253509216979
516,The Port Macquarie News and Hastings River Advocate (NSW : 1882 - 1950),http://nla.gov.au/nla.news-title516,10913,168385,6.480981085013511
973,The Beverley Times (WA : 1905 - 1977),http://nla.gov.au/nla.news-title973,14071,216518,6.498766846174451
400,"Murray Pioneer (Renmark, SA : 1942 - 1950)",http://nla.gov.au/nla.news-title400,3214,49373,6.509630769853969
357,"Globe (Sydney, NSW : 1885 - 1886)",http://nla.gov.au/nla.news-title357,880,13499,6.519001407511668
650,"National Advocate (Bathurst, NSW : 1889 - 1954)",http://nla.gov.au/nla.news-title650,104574,1603520,6.521527639193773
487,"The Gundagai Times and Tumut, Adelong and Murrumbidgee District Advertiser (NSW : 1868 - 1931)",http://nla.gov.au/nla.news-title487,14175,216786,6.538706374027843
709,"The Australian Producer's Home Journal (Sydney, NSW : 1910)",http://nla.gov.au/nla.news-title709,28,428,6.5420560747663545
175,The Albany Advertiser (WA : 1897 - 1954),http://nla.gov.au/nla.news-title175,24837,378672,6.558974521485612
476,The Lyndhurst Shire Chronicle (NSW : 1897 - 1941; 1944 - 1954),http://nla.gov.au/nla.news-title476,1279,19462,6.571780906381666
440,"Democrat (Lithgow, NSW : 1915 - 1916)",http://nla.gov.au/nla.news-title440,339,5155,6.5761396702230845
514,The Peak Hill Express (NSW : 1902 - 1952),http://nla.gov.au/nla.news-title514,1574,23893,6.587703511488721
427,Canowindra Star and Eugowra News (NSW : 1903 - 1907; 1910 - 1911; 1914 - 1922),http://nla.gov.au/nla.news-title427,2886,43763,6.59461188675365
660,Wellington Times (NSW : 1899 - 1954),http://nla.gov.au/nla.news-title660,28986,439513,6.595026768263964
90,"The Register News-Pictorial (Adelaide, SA : 1929 - 1931)",http://nla.gov.au/nla.news-title90,10128,153465,6.599550386081517
774,Footscray Chronicle (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title774,671,10156,6.606931862938165
259,Warwick Examiner and Times (Qld. : 1867 - 1919),http://nla.gov.au/nla.news-title259,20417,308652,6.614893148270544
187,"The Central Queensland Herald (Rockhampton, Qld. : 1930 - 1956)",http://nla.gov.au/nla.news-title187,28609,431304,6.63314042995196
369,Goulburn Evening Post (NSW : 1940 - 1954),http://nla.gov.au/nla.news-title369,19625,295414,6.6432193464087685
716,The Yackandandah Times (Vic. : 1890 - 1931),http://nla.gov.au/nla.news-title716,6476,97338,6.653105673015677
1203,"The Hannan's Herald (Kalgoorlie, WA : 1895 - 1896)",http://nla.gov.au/nla.news-title1203,234,3516,6.655290102389079
106,Nambour Chronicle and North Coast Advertiser (Qld. : 1922 - 1954),http://nla.gov.au/nla.news-title106,14472,216938,6.671030432658179
653,"The Northern Champion (Taree, NSW : 1913 - 1954)",http://nla.gov.au/nla.news-title653,14698,220256,6.673143977916605
778,Ouyen and North West Express (Vic. : 1918),http://nla.gov.au/nla.news-title778,27,404,6.683168316831684
196,Kyabram Union (Vic. : 1886 - 1894),http://nla.gov.au/nla.news-title196,944,14113,6.688868419187982
267,"The Western Champion (Barcaldine, Qld. : 1922 - 1937)",http://nla.gov.au/nla.news-title267,4896,73140,6.694011484823625
75,"The Mail (Adelaide, SA : 1912 - 1954)",http://nla.gov.au/nla.news-title75,43829,653515,6.706655547309549
907,"The Mountaineer (Katoomba, NSW : 1894 - 1908)",http://nla.gov.au/nla.news-title907,1348,20084,6.711810396335391
1736,"The Advertiser (Hobart, Tas. :  1837 - 1840)",http://nla.gov.au/nla.news-title1736,149,2209,6.7451335445903124
230,"Queenscliff Sentinel, Drysdale, Portarlington and Sorrento Advertiser (Vic. : 1885 - 1894)",http://nla.gov.au/nla.news-title230,1009,14952,6.748261102193687
429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),http://nla.gov.au/nla.news-title429,19724,292263,6.748716053691367
1159,Warialda Standard and Northern Districts' Advertiser (NSW : 1900 - 1954),http://nla.gov.au/nla.news-title1159,7775,114795,6.772943072433469
734,"Eastern Districts Chronicle (York, WA : 1877 - 1927)",http://nla.gov.au/nla.news-title734,5778,85147,6.785911423773004
115,The North Western Advocate and the Emu Bay Times (Tas. : 1899 - 1919),http://nla.gov.au/nla.news-title115,36153,532368,6.790979172301867
290,"South Australian Chronicle (Adelaide, SA : 1889 - 1895)",http://nla.gov.au/nla.news-title290,8306,122001,6.808140916877731
389,"Reporter and Illawarra Journal (Kiama, NSW : 1887 - 1894)",http://nla.gov.au/nla.news-title389,700,10234,6.839945280437757
224,"The Castlereagh (Gilgandra, NSW : 1905 - 1907)",http://nla.gov.au/nla.news-title224,525,7631,6.879832263137203
522,Bowral Free Press and Berrima District Intelligencer (NSW : 1884 - 1901),http://nla.gov.au/nla.news-title522,3597,52241,6.8853965276315545
1206,"The Gippsland Farmers' Journal and Traralgon, Heyfield and Rosedale News (Vic. : 1887 - 1893)",http://nla.gov.au/nla.news-title1206,1807,26107,6.921515302409316
308,Port Melbourne Standard (Vic. : 1914 - 1920),http://nla.gov.au/nla.news-title308,847,12222,6.930126002290951
910,"Blue Mountains Daily (Katoomba, NSW : 1939)",http://nla.gov.au/nla.news-title910,156,2241,6.961178045515395
1060,Johnstone River Advocate and Innisfail News (Qld. : 1928 - 1941),http://nla.gov.au/nla.news-title1060,4648,66673,6.9713377229163225
183,Liverpool News (NSW : 1937 - 1941),http://nla.gov.au/nla.news-title183,1156,16579,6.972676277218167
261,Warwick Argus (Qld. : 1879 - 1901),http://nla.gov.au/nla.news-title261,6466,92495,6.990648143142873
994,The Port Pirie Standard and Barrier Advertiser (SA : 1889 - 1898),http://nla.gov.au/nla.news-title994,871,12454,6.993736951983298
988,Port Augusta Dispatch (SA : 1877 - 1880),http://nla.gov.au/nla.news-title988,329,4703,6.995534765043589
510,"The Manaro Mercury, and Cooma and Bombala Advertiser (NSW : 1862 - 1931)",http://nla.gov.au/nla.news-title510,14046,200339,7.011116158112
691,South Coast Times and Wollongong Argus (NSW : 1900 - 1954),http://nla.gov.au/nla.news-title691,23605,336620,7.012358148654268
475,The Carcoar Chronicle (NSW : 1878 - 1943),http://nla.gov.au/nla.news-title475,3277,46727,7.013075951805166
558,Geelong Advertiser (Vic. : 1859 - 1929),http://nla.gov.au/nla.news-title558,110171,1570220,7.016277973787112
1610,"The Bunbury Star (Collie, WA : 1935-1936)",http://nla.gov.au/nla.news-title1610,109,1553,7.018673535093367
926,Laura Standard and Crystal Brook Courier (SA : 1917 - 1948),http://nla.gov.au/nla.news-title926,3820,54348,7.0287775079119745
877,"The Manning River Times and Advocate for the Northern Coast Districts of New South Wales (Taree, NSW : 1898 - 1907; 1913; 1921; 1925 - 1930; 1932 - 1954)",http://nla.gov.au/nla.news-title877,20204,287390,7.030168064302863
1689,"The Dialectic : Jewish Monthly (Fitzroy, Vic. : 1875)",http://nla.gov.au/nla.news-title1689,9,128,7.03125
483,The Campbelltown Herald (NSW : 1880 - 1919),http://nla.gov.au/nla.news-title483,1390,19736,7.042967166599108
1672,Air Force News (National : 1997 - 2020),http://nla.gov.au/nla.news-title1672,2434,34531,7.048738814398655
464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",http://nla.gov.au/nla.news-title464,35352,501490,7.049392809427905
540,Castlemaine Mail (Vic. : 1917 - 1918),http://nla.gov.au/nla.news-title540,1182,16750,7.056716417910448
326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855; 1857 -  1890; 1892 - 1955)",http://nla.gov.au/nla.news-title326,40690,575149,7.074688472030726
424,Molong Argus (NSW : 1896 - 1921),http://nla.gov.au/nla.news-title424,7433,104984,7.080126495465976
241,The Colac Herald (Vic. : 1875 - 1918),http://nla.gov.au/nla.news-title241,15443,218117,7.080145059761504
646,The Lockhart Review and Oaklands Advertiser (NSW : 1910 - 1954),http://nla.gov.au/nla.news-title646,5190,73281,7.0823269333115
256,"The Biz (Fairfield, NSW : 1928 - 1972)",http://nla.gov.au/nla.news-title256,15219,214586,7.092261377722685
130,"The Broadford Courier and Reedy Creek Times (Broadford, Vic. : 1893 - 1916)",http://nla.gov.au/nla.news-title130,3110,43761,7.1067845798770595
1303,"The Gateway (Port Adelaide, SA : 1946)",http://nla.gov.au/nla.news-title1303,78,1096,7.116788321167883
749,Sandringham News (Vic. : 1918),http://nla.gov.au/nla.news-title749,46,646,7.120743034055728
1043,"Seamen's Strike Bulletin (Melbourne, Vic. : 1919)",http://nla.gov.au/nla.news-title1043,1,14,7.142857142857142
253,"Mirror (Perth, WA : 1921 - 1956)",http://nla.gov.au/nla.news-title253,24915,347482,7.170155576403959
1679,"The Shoalhaven News, Broughton Creek and Ulladulla Advertiser (NSW : 1877)",http://nla.gov.au/nla.news-title1679,93,1296,7.175925925925926
1298,"Moreton Mail (Qld. : 1886 - 1899, 1930 - 1935)",http://nla.gov.au/nla.news-title1298,1883,26053,7.227574559551683
185,The Ballarat Star (Vic. : 1865 - 1924),http://nla.gov.au/nla.news-title185,105892,1463692,7.234582138865281
721,The Blayney Advocate and Carcoar Herald (NSW : 1898 - 1904),http://nla.gov.au/nla.news-title721,905,12497,7.241738017124109
1252,"The Banner (Strahan, Tas. : 1901)",http://nla.gov.au/nla.news-title1252,51,704,7.2443181818181825
209,The Maffra Spectator (Vic. : 1882 - 1920),http://nla.gov.au/nla.news-title209,6252,86281,7.246091259952944
298,Portland Observer and Normanby Advertiser (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title298,705,9721,7.252340294208414
627,Albury Banner Wodonga Express and Riverina Stock Journal (NSW : 1941),http://nla.gov.au/nla.news-title627,629,8660,7.263279445727483
990,Port Augusta Dispatch and Flinders' Advertiser (SA : 1880 - 1884),http://nla.gov.au/nla.news-title990,1011,13893,7.277045994385661
197,The Kyabram Union and Rodney Shire Advocate (Vic. : 1894 - 1894),http://nla.gov.au/nla.news-title197,150,2060,7.281553398058252
211,The Kerang Times (Vic. : 1889 - 1901),http://nla.gov.au/nla.news-title211,2997,41124,7.287715202801285
757,Bealiba Times (Vic. : 1915 - 1918),http://nla.gov.au/nla.news-title757,504,6910,7.293777134587555
901,The Dandenong Journal (Vic. : 1927 - 1954),http://nla.gov.au/nla.news-title901,9976,136708,7.297305205254996
779,Kilmore Advertiser (Vic. : 1915 - 1918),http://nla.gov.au/nla.news-title779,299,4097,7.298022943617282
371,"Bunyip (Gawler, SA : 1863 - 1954)",http://nla.gov.au/nla.news-title371,17061,233707,7.300166447731561
1494,"Mountain District Free Press (Tecoma, Vic. : 1947 - 1954)",http://nla.gov.au/nla.news-title1494,2846,38979,7.301367402960568
453,The Tenterfield Intercolonial Courier and Fairfield and Wallangarra Advocate (NSW : 1900 - 1914),http://nla.gov.au/nla.news-title453,2901,39711,7.305280652715871
591,Numurkah Leader (Vic. : 1895 - 1948),http://nla.gov.au/nla.news-title591,8804,120452,7.309135589280377
188,The Dubbo Liberal and Macquarie Advocate (NSW : 1894 - 1954),http://nla.gov.au/nla.news-title188,39966,546610,7.311611569491959
232,The Ballarat Courier (Vic. : 1869 - 1886; 1914 - 1918),http://nla.gov.au/nla.news-title232,33918,463412,7.319188972232054
883,The Uralla Times and District Advocate (NSW : 1915 - 1923),http://nla.gov.au/nla.news-title883,1286,17500,7.348571428571428
914,"The Chronicle (Katoomba, NSW : 1929)",http://nla.gov.au/nla.news-title914,35,476,7.352941176470589
398,Kapunda Herald (SA : 1878 - 1951),http://nla.gov.au/nla.news-title398,16254,220960,7.356082548877625
600,Riponshire Advocate (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title600,615,8353,7.362624206871783
588,Nhill Free Press (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title588,1768,24013,7.362678549119226
713,"Table Talk (Melbourne, Vic. : 1885 - 1939)",http://nla.gov.au/nla.news-title713,17622,239324,7.3632397920810275
589,Northcote Leader (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title589,1272,17274,7.3636679402570335
1169,Glenelg Guardian (SA : 1914 - 1936),http://nla.gov.au/nla.news-title1169,3379,45719,7.390800323716616
286,Chronicle and North Coast Advertiser (Qld. : 1903 - 1922),http://nla.gov.au/nla.news-title286,4265,57683,7.393859542672884
1803,Army Magazine (National : 1989 - 2002),http://nla.gov.au/nla.news-title1803,208,2794,7.44452397995705
53,"Barrier Miner (Broken Hill, NSW : 1888 - 1954)",http://nla.gov.au/nla.news-title53,157540,2109351,7.468647939579521
245,Brighton Southern Cross (Vic. : 1896 - 1918),http://nla.gov.au/nla.news-title245,4068,54235,7.500691435419932
299,St Arnaud Mercury (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title299,1922,25612,7.504294861783539
669,"Illawarra Mercury (Wollongong, NSW : 1856 - 1950)",http://nla.gov.au/nla.news-title669,33044,438874,7.529268081499474
1671,RAAF News (National : 1960 - 1997),http://nla.gov.au/nla.news-title1671,1691,22376,7.55720414730068
377,"Queensland Times, Ipswich Herald and General Advertiser (Qld. : 1861 - 1908)",http://nla.gov.au/nla.news-title377,39084,516978,7.56008959762311
443,The Bega Budget (NSW : 1905 - 1920),http://nla.gov.au/nla.news-title443,2666,35264,7.560117967332124
590,Northern District Standard (Vic. : 1915 - 1916),http://nla.gov.au/nla.news-title590,142,1874,7.577374599786553
662,"Western Age (Dubbo, NSW : 1933 - 1936)",http://nla.gov.au/nla.news-title662,743,9774,7.601800695723347
954,"The Church of England Messenger (Melbourne, Vic. : 1870 - 1876)",http://nla.gov.au/nla.news-title954,181,2380,7.605042016806722
694,Sydney General Trade List (NSW : 1834 - 1842),http://nla.gov.au/nla.news-title694,344,4519,7.612303606992697
951,"Tribune (Hobart, Tas. : 1876 - 1879)",http://nla.gov.au/nla.news-title951,2106,27648,7.6171875
390,"The Yarragon, Trafalgar and Moe Settlement News (Vic. : 1904 - 1920)",http://nla.gov.au/nla.news-title390,1378,18051,7.6339260982771036
613,Truth (Melbourne ed.) (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title613,2241,29266,7.6573498257363495
431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),http://nla.gov.au/nla.news-title431,22884,298843,7.657532550536569
432,"Daily Observer (Tamworth, NSW : 1917 - 1920)",http://nla.gov.au/nla.news-title432,8728,113973,7.657954076842762
239,"The McIvor Times and Rodney Advertiser (Heathcote, Vic. : 1863 - 1918)",http://nla.gov.au/nla.news-title239,8365,109184,7.661378956623681
234,"Queenscliff Sentinel, Drysdale, ... (Vic. : 1882 - 1884)",http://nla.gov.au/nla.news-title234,162,2108,7.685009487666034
405,"Wallaroo Times (Port Wallaroo, SA : 1882 - 1888)",http://nla.gov.au/nla.news-title405,1627,21169,7.685766923331286
89,"The Register (Adelaide, SA : 1901 - 1929)",http://nla.gov.au/nla.news-title89,149717,1947469,7.687773207173003
25,"Northern Standard (Darwin, NT : 1921 - 1955)",http://nla.gov.au/nla.news-title25,12056,156350,7.710905020786697
1704,"West Bourke and South Grant Guardian (Bacchus Marsh, Vic. : 1869 - 1870)",http://nla.gov.au/nla.news-title1704,146,1892,7.716701902748414
276,"Border Watch (Mount Gambier, SA : 1861 - 1954)",http://nla.gov.au/nla.news-title276,56572,733101,7.716808461589876
874,Melbourne Punch (Vic. : 1855 - 1900),http://nla.gov.au/nla.news-title874,7659,99215,7.719598850980194
45,"Advertiser and Register (Adelaide, SA : 1931)",http://nla.gov.au/nla.news-title45,3619,46874,7.7206980415582205
289,"South Australian Weekly Chronicle (Adelaide, SA : 1881 - 1889)",http://nla.gov.au/nla.news-title289,8657,112106,7.722155816816227
539,Bunyip Free Press and Berwick Shire Guardian (Vic. : 1914 - 1915),http://nla.gov.au/nla.news-title539,261,3379,7.724178751109796
884,The Uralla Times (NSW : 1923 - 1954),http://nla.gov.au/nla.news-title884,8986,116310,7.725904909294128
1205,"Westralian Clarion (Kalgoorlie, WA : 1903)",http://nla.gov.au/nla.news-title1205,11,141,7.801418439716312
238,Werribee Shire Banner (Vic. : 1911 - 1952),http://nla.gov.au/nla.news-title238,4949,63389,7.807348278092413
1148,"The Irish Harp and Farmers' Herald (Adelaide, SA : 1869 - 1873)",http://nla.gov.au/nla.news-title1148,426,5455,7.809349220898258
73,Kalgoorlie Western Argus (WA : 1896 - 1916),http://nla.gov.au/nla.news-title73,19186,245564,7.813034483882002
498,"The Raleigh Sun (Bellingen, NSW : 1898 - 1918)",http://nla.gov.au/nla.news-title498,4272,54566,7.8290510574350325
595,Powlett Express and Victorian State Coalfields Advertiser (Vic. : 1915 - 1918),http://nla.gov.au/nla.news-title595,497,6346,7.831705011030571
1119,"Local Option Advocate (Perth, WA : 1919 - 1927)",http://nla.gov.au/nla.news-title1119,65,829,7.840772014475271
417,Taralga Echo (NSW : 1924 - 1927),http://nla.gov.au/nla.news-title417,266,3391,7.84429371866706
681,Tamworth Observer and Northern Advertiser (NSW : 1910),http://nla.gov.au/nla.news-title681,379,4829,7.848415821080969
783,Walhalla Chronicle (Vic. : 1914),http://nla.gov.au/nla.news-title783,58,739,7.848443843031124
1270,The Albany Mail and King George's Sound Advertiser (WA : 1883 - 1889),http://nla.gov.au/nla.news-title1270,1041,13250,7.856603773584905
924,"The Kangaroo Island Courier (Kingscote, SA : 1907 - 1951)",http://nla.gov.au/nla.news-title924,4775,60692,7.867593752059579
515,The Picton Post (NSW : 1907 - 1954),http://nla.gov.au/nla.news-title515,7181,91184,7.875285137743464
